id,type,text,stance
7-17,comment1,梁飞猪,none
8,background,【#裸辞旅游情侣回应质疑#：花的都是自己的钱】杭州一对26岁小情侣3年内两次裸辞自驾旅游，引发热议。小西和小龙是大学同学，2015年毕业后，在互联网行业工作。2016年和2018年，两人曾辞职自驾游共计14个月，总共花费50多万元。家人称：“当初看中的婚房已经涨了150万元。”但小西说，旅行得到双方长辈 ​​​,favor
8-1,comment1,凭自己本事旅游，我就只有羡慕的份了,favor
8-1-1,comment2,这种发这个的是干嘛的，怎么现在每条微博下面都有,none
8-1-1-1,comment3,懂了，sq广告啊,none
8-3,comment1,只要能赚，爱怎么花怎么花,favor
8-4,comment1,网友咋这么屁事多，质疑这个质疑那个，人家自己选择的生活，一没偷二没抢，且不说是不是自己的钱，就算是父母给的，那人家父母也愿意，轮得到网友在这哔哔吗。多少人想过这样的生活，只是没人家那个现实条件罢了，一个个酸的。,favor
8-4-1,comment2,是的 支持,favor
8-5,comment1,人家爱干嘛干嘛，又没违法犯罪，有什么好质疑的,favor
8-6,comment1,2年存50万，有啥好批评的,favor
8-8,comment1,打扰一下，  孩子两个多月大时被其精神病母亲（已隔离治疗）喂汽水导致肠坏死，术后肠子仅剩8厘米，严重营养不良，父亲不详，经爱心人士多方努力，已转到浙大儿童医院，经过一段时间的治疗孩子体重有所增长，精神状态良好，后续费用缺口仍是很大，恳求爱心人士关注,none
8-8-1,comment2,宝宝加油啊 爱心网友支持你在,none
8-9,comment1,做自己想做的事情没有任何问题,favor
8-11,comment1,就是花爹妈的人家乐意给，管那么多很闲吗,favor
8-12,comment1,做自己喜欢的事 不后悔就好,favor
8-13,comment1,每个人都有自己对生活的理解，都有各自不同的选择，自己赚的钱，自己做主，这样挺好的,favor
8-15,comment1,这是人家自己的生活方式诶。自己都活明白了吗就去指手画脚别人的事,favor
8-16,comment1,你看看，当初要是先买房，现在倒手卖了，净赚一百五十万，不直接就去欧洲了,against
8-17,comment1,人家过自己的日子，媒体在叽歪什么,favor
9,background,#裸辞旅游情侣回应质疑#不太理解网上有些人说的：好好工作，好好挣钱，回归正常人的生活。这两口子辞职旅游怎么就不正常了？按部就班上下班就是正常了？非得工作到退休这就是正常了？别人的生活方式别人喜欢就好了，这个没必要争辩。 我记得电影《大鱼海棠》里说过一段话 “这短短的一生我们最 ​​​,favor
9-1,comment1,正不正常他们自己知道 后面日子怎么过也他们自己知道 面试官和父母的观点属于面试官和父母自己 现在支持裸辞穷游的人并不是在说“别争辩” 而正是在争辩 希望面试官和父母要改变意见支持裸辞穷游,against
9-2,comment1,我来看你啦！,none
9-4,comment1,看了新闻，赶紧看一下你的微博时间,none
9-4-1,comment2,？？,none
9-5,comment1,在中国这种理想的事情，真的不太现实,against
9-9,comment1,做自己想做的事，喜欢就好！,favor
9-12,comment1,就是,favor
12,background,​【#年轻护士在三甲医院6年后裸辞逃离#】#年轻护士在三甲医院工作6年后裸辞# 据三联生活周刊：今年5月，我从三甲医院裸辞，离开了工作六年的护理岗位。一向支持我决定的舅舅甚至特意电话联系我数次，劝我再考虑一段时间。因为在目前就业形势严峻的大环境下，裸辞着实不是个明智之举。 ​ 家中亲友们得 ​​​,favor
12-1,comment1,还有夜班 连着几个夜班真的很死亡,none
12-1-2,comment2,电子厂二十小时都有人上班,against
12-1-2-1,comment3,医院难道不是24小时，电子厂员工倒班难道连续上24h？护士三班倒，值班医生都是连续28小时到36的班，电子厂需要承担人命风险吗？需要学那么多知识和培训吗,against
12-1-2-1-1,comment4,电子厂两班,none
12-1-3,comment2,我就是干了五年辞职了也是三甲医院，儿内科，压力太大了，每次夜班回去都害怕自己忘了什么事，夜班经常遇到抢救整个晚上精神都是紧绷的，回去都睡不着，频繁的夜班导致内分泌失调，胃也不好了，神经衰弱，唉，说多都是泪,favor
12-1-3-2,comment3,我也是，在第五年辞职了,favor
12-1-4,comment2,不是一星期上两天吗，，，外面的其它工作其实也好不到哪里去吧，而且工资只有护士的一半。,against
12-1-4-2,comment3,你以为护士工资很高吗，当你发现你工资没有医院整日没事干的保安高的时候，你就破防了,favor
12-1-4-2-1,comment4,人家可是三甲医院啊，底薪不高问题是其它乱七八糟的加起来一个月工资就很高了。我朋友在广东中山中医院当护士一个月工资是一万多，是重症科。可能比急诊那些要高点,none
12-1-4-2-2,comment4,工资不高吗我同学就是护士自己买房，付首付的时候借了八千第二个月发工资就还了，这不是证明她还了这八千还有余钱生活啊，我们是小县城,against
12-1-4-2-2-1,comment5,工资高没命花,none
12-2,comment1,工作是挺好的，听上去专业性强，还能帮亲戚忙，但多苦就只有自己知道了,favor
12-2-2,comment2,一听帮亲戚忙头就大,none
12-2-2-1,comment3,真的假的？这不是信手拈来的事吗,none
12-2-6,comment2,因为要上夜班吗？,none
12-3,comment1,这是本职工作也算了！升个层级都要论文！还有卷的要死的各种视频！创新！改良！发明！宣教！科普！比赛！要自己做个案，拍照片，视频，剪辑，写剧本！我可真服了，迟到扣钱，加班义务劳动！没有不加班的医务工作者，每到深夜上夜班，就是又一轮自我反省，辞职边缘横跳,favor
12-3-2,comment2,嘴上说着苦，也确实辞职了，还挺佩服这样的人，有多少人说着苦但绝不辞职，但现实中有几个工作是不苦的？大家都累，压力都大，工作工资稳定已经很不错了,favor
12-3-3,comment2,真的假的,none
12-3-8,comment2,以前的领导升职只需要资历,none
12-4,comment1,可每年还有成千上万毕业生排队进,none
12-4-5,comment2,我们这边要进三甲医院当护士，除了本科还要10-20万人情费,none
12-4-5-1,comment3,哪个医院。这是严重违规,none
12-4-6,comment2,难不成要让医院倒闭吗？你去哪里看病？,none
12-5,comment1,狠狠共情了，真哭死，领导好还行，领导不好简直在地狱。,favor
12-5-1,comment2,真的假的？,none
12-7,comment1,我也是在医院当了4年护士，跑路了，总而言之，不想用生命给别人熬夜,favor
12-7-1,comment2,要霸王龙的宝子私信我，白菜价！,none
12-7-2,comment2,我有一个全新，乐高，霸王龙，白菜价出，谁要？？,none
12-10,comment1,还在挣扎中，但是已经重复预设自己辞职的情况 ，唉，就感觉身体和心里都很累，上班上的感觉很难评，,favor
12-12,comment1,众人皆睡我独醒的夜班护士，一个人承担了一个科室几十个病人的所有，脚也走、站到静脉曲张了，神经都快崩断了，眼泪也快掉下来了,favor
12-12-1,comment2,真假啊,none
12-12-1-1,comment3,你半夜去医院实地考察一下呗,none
12-15,comment1,怎么说呢，在编的不要辞，合同工还是随自己心意吧,against
12-15-2,comment2,合同工辞了去哪，三甲医院对于护士而言已经是最好的平台了，事业单位稳定，至于辛苦，出去打工哪个不辛苦，很多辛苦保障都没有,against
12-15-2-1,comment3,同感。哪行都不容易，哪行不是年轻人多做基础性工作，当然医院排资论辈更重，因为评价体系里就有时间考量。我跟娃说，老师医生护士都在吐槽自己的职业辛苦，因为他们本身属于有一定社会地位的人，其他差点的群体，（没有歧视，职业平等）说吗，说了也白说不是。世上哪有绝对完美的事,against
12-15-2-1-1,comment4,前几年身边就有一个女的，在三甲医院干了10来年病房护士，嫌熬夜加班工资也就万把出头低，然后非要辞职，在外面一家美容店做美容师，人家也开她8千—1万，不加班，现在越混越差，再想回头回不了了，护士大多本来就不是高学历人群，大多家境也一般，哪来的心高气傲啊,against
12-15-2-1-1-1,comment5,是的，还是太年轻容易冲动，有的在名企呆着跑出来创业的也是，错把平台给的当成自己的能力,against
12-16,comment1,深有同感！我也离开临床好几年了,favor
12-17,comment1,进哪个行业都是这样的！你辞的过来吗？？说明你的基本功不扎实！不能心手贯通！,against
13,background,【#工作6年后她决定逃离三甲医院# 】今年5月，我从三甲医院裸辞，离开了工作六年的护理岗位。一向支持我决定的舅舅甚至特意电话联系我数次，劝我再考虑一段时间。因为在目前就业形势严峻的大环境下，裸辞着实不是个明智之举。 家中亲友们得知我辞职的事，第一反应都是觉得惋惜：“那么好的工作，说不要 ​​​,favor
13-1,comment1,普通人，受累和受穷总得选一样。,none
13-5,comment1,很有同感，我干了9年护士坚决辞职了，还是带编织的正式职工,favor
13-5-1,comment2,同感啊  来自top1三甲医院的老护理人的心声,favor
13-5-2,comment2,为啥？,none
13-8,comment1,太真实了吧！本人从前也是从事护理工作，5年后因为身体原因实在吃不消果断离职。虽然新工作工资不高，但至少让我觉得活着是有意义的！呜呜呜曾经有多少个中夜班就有多少次抑郁现在的我不后悔！加油姐妹重新来过，不管几岁都来得及！,favor
13-12,comment1,在一家外企工作了8年多的我也裸辞了,favor
13-14,comment1,深有体会，我是2021年逃离了三甲医院。,favor
13-20,comment1,护理,none
15,background,#年底裸辞赶上了招聘荒#【裸辞的年轻人，赶上了年底的招聘荒】#为什么不建议年底裸辞#裸辞，告别令人糟心的工作，放弃年终奖、带薪假期以及各种福利，勇敢追求想要的新生活，听起来是一件很酷的事情。 社交平台上很多人裸辞后休息、旅行、肆意生活、重启人生，不少人眼馋心动，纷纷效仿。 大多数人的 ​​​,against
15-4,comment1,只要后期还会继续找工作上班，目前的工作不算太烂，就不会轻易裸辞，这年头啥形势都不好，苟着吧,against
15-4-4,comment2,所以企业明目张胆压榨,favor
15-4-6,comment2,就是同样这个心里，我毕业到现在没换过工作，也没啥技能，更加不敢走，现在分分钟都可能中年失业，真的是扎心了。,against
15-4-6-1,comment3,还是没啥特长优势,none
15-4-6-1-1,comment4,是啊，安逸太久了，退化了。没技能，年纪又大了，更加不敢随意辞职，养一个娃都觉得压力很大,against
15-4-7,comment2,确实！坐标杭州，财务经验七年以上每个月税后不到六千。。还是没有勇气裸辞去找新工作卷的厉害！,against
15-4-7-1,comment3,我们公司成本会计，12000,none
15-4-7-4,comment3,选择一个好的城市生活也是有必要的，像我们在小县城有编制这种，不一定比大城市好,none
15-4-7-4-2,comment4,你在说啥,none
15-4-8,comment2,今年到处裁员倒闭公司，所以还是忍着吧，,against
15-4-10,comment2,长沙上市公司，一月12—20K，年初辞了，太累了，大四下就处理上班，上了六七年前，真心累，现在已经休息快一年了，明年考试，考不上出去找工作上班，我觉得那些上班没那么痛苦的继续苟着，但是如果心理焦虑，状态不好，身体也不好，睡不好的，建议你多为自己想想，人生苦短，对自己好点…有贷款的慎重,favor
15-4-10-1,comment3,三一吗？,none
15-4-10-2,comment3,是的，我就是，本来还想忍忍，但一想已经2024年了，我还想和2023年一样为了碎银几两行尸走肉重复一年吗，感觉是浪费生命，就下定决心了,favor
15-4-12,comment2,在哪都一个吊样,none
